locality	higherGeographyId	eventId	gearType	eventDateStart	eventDateStop	timeStartUtc3	timeEndUtc3	eventTime	eventDate	duration	collector1	collector2	collector3	collector4	collector1Orcid	collector2Orcid	collector3Orcid	collector4Orcid	latStartDecMin	longStartDecMin	latStopDecMin	longStopDecMin	minimumDepthInMeters	maximumDepthInMeters	maximumElevationInMeters	sampleIdsStart	sampleIdsStop	eventRemarks	latStart	longStart	parentEventID	samplingProtocol
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	ROV_16	ROV	2024-02-22T00:00:00Z		1899-12-31T15:00:00Z	1899-12-31T16:30:00Z	15:00-03:00/16:30-03:00	2024-02-22	0.0625	Lea Katz	Henri Robert			https://orcid.org/0000-0001-5748-602X				64°32,804	61°59,815											https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_77	NIS	2024-02-22T00:00:00Z		1899-12-31T16:40:00Z	1899-12-31T17:00:00Z	16:40-03:00/17:00-03:00	2024-02-22	0.01388888888888895	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°32,804	61°59,815			0	20							https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	DRM_5	DRM	2024-02-22T00:00:00Z		1899-12-31T16:30:00Z	1899-12-31T17:30:00Z	16:30-03:00/17:30-03:00	2024-02-22	0.04166666666666663	Bruno Danis				https://orcid.org/0000-0002-9037-7623				64°32,804	61°59,815					60	3586					https://www.wikidata.org/wiki/Q137398578	Drone Mapping | https://doi.org/10.5281/zenodo.11653690 | Aerial footage was shot by Bruno Danis, Camille Moreau and Henri Robert using DJI MavicPro2, DJI Mavic Mini Pro3 drones, for mapping, photogrammetry and documentation purposes. Drone-derived media were gathered in the framework of the expedition, both for outreach and research purposes.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	RD_12	RD	2024-02-23T00:00:00Z		1899-12-31T08:15:00Z	1899-12-31T08:35:00Z	08:15-03:00/08:35-03:00	2024-02-23	0.013888888888888895	Henri Robert								64°33,274	62°0,295	64°33,244	62°00,104	30	40		3586	3598				https://www.wikidata.org/wiki/Q137398578	Rauschert Dredge | https://doi.org/10.5281/zenodo.11653690 | A “Rauschert” dredge (RD) was used at each working area to sample the general macro-benthic communities. This small dredge designed by Biologist Martin Rauschert (AWI) several decades ago is an excellent tool (widely used in the scientific benthic research community) to capture a large diversity of specimen of all taxa and keep them in a good shape for further identification and processing. The dredge consists of a 50x50x20 cm double sided sledge-like metal frame that slides on the sea floor (on either side). Organisms are lifted from the sediment surface by a chain that scrapes the seabed under the dredge’s frame. At the bottom of the dredge a large 50x70x20 cm bag of 500µ mesh is attached to collect all the floating organisms lifted by the chain. This collecting bag is protected by a coarse nylon 1 cm mesh size bag to support the weight of the sample collected. Both bags are protected on top and at the bottom by a rubber carpet that covers the whole surface of the collecting bag. The RD is usually deployed from a zodiac but can also be deployed from the deck of Australis. The RD is being held and hauled by a rope of at least 1.5 times the length of the depth of deployment. A distance of 100 meter is travelled to the end point of deployment at very low speed that allows the dredge to sweep the sea floor without floating above the ground. At the end point the rope is pulled by hand until the RD reaches the water surface. The whole device containing the samples in its bags is placed in a bucket for further processing on the ship’s deck. A total of 15 RD was deployed during the TANGO2 expedition at each station’s point of interest (deeper “pools”, canyons, channel slope, plateau).
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_78	NIS	2024-02-23T00:00:00Z		1899-12-31T09:00:00Z	1899-12-31T10:00:00Z	09:00-03:00/10:00-03:00	2024-02-23	0.041666666666666685	Axelle Brusselman	Manon Bayat			https://orcid.org/0009-0002-6669-2911				64°32,804	61°59,815				20		3579	3595				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_79	NIS	2024-02-23T00:00:00Z		1899-12-31T15:00:00Z	1899-12-31T15:05:00Z	15:00-03:00/15:05-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°32,7760	62°00,2537			0			3606	3611				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_80	NIS	2024-02-23T00:00:00Z		1899-12-31T15:12:00Z	1899-12-31T15:17:00Z	15:12-03:00/15:17-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°32,7065	61°59,9199			0			3612	3617				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_81	NIS	2024-02-23T00:00:00Z		1899-12-31T15:21:00Z	1899-12-31T15:26:00Z	15:21-03:00/15:26-03:00	2024-02-23	0.003472222222222321	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°32,7550	61°59,5753			0			3618	3623				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_82	NIS	2024-02-23T00:00:00Z		1899-12-31T15:27:00Z	1899-12-31T15:32:00Z	15:27-03:00/15:32-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°32,7028	61°59,4254			0			3624	3629				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_83	NIS	2024-02-23T00:00:00Z		1899-12-31T15:34:00Z	1899-12-31T15:39:00Z	15:34-03:00/15:39-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°32,8142	61°59,8702			0			3630	3635				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_84	NIS	2024-02-23T00:00:00Z		1899-12-31T15:40:00Z	1899-12-31T15:45:00Z	15:40-03:00/15:45-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°32,8583	61°59,7772			0			3636	3641				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_85	NIS	2024-02-23T00:00:00Z		1899-12-31T15:49:00Z	1899-12-31T15:54:00Z	15:49-03:00/15:54-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°32,9136	61°59,6779			0			3642	3647				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_86	NIS	2024-02-23T00:00:00Z		1899-12-31T16:23:00Z	1899-12-31T16:28:00Z	16:23-03:00/16:28-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°32,9765	61°58,6919						3648	3653				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_87	NIS	2024-02-23T00:00:00Z		1899-12-31T16:30:00Z	1899-12-31T16:35:00Z	16:30-03:00/16:35-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°33,881	61°58,8465						3654	3659				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_88	NIS	2024-02-23T00:00:00Z		1899-12-31T16:37:00Z	1899-12-31T16:42:00Z	16:37-03:00/16:42-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°23,2124	61°59,1108						3660	3665				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_89	NIS	2024-02-23T00:00:00Z		1899-12-31T16:44:00Z	1899-12-31T16:49:00Z	16:44-03:00/16:49-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°33,4487	61°59,3062						3666	3671				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_90	NIS	2024-02-23T00:00:00Z		1899-12-31T16:51:00Z	1899-12-31T16:56:00Z	16:51-03:00/16:56-03:00	2024-02-23	0.003472222222222321	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°33,6567	61°59,4306						3672	3677				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_91	NIS	2024-02-23T00:00:00Z		1899-12-31T16:58:00Z	1899-12-31T17:03:00Z	16:58-03:00/17:03-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°33,8380	61°59,4638						3678	3683				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_92	NIS	2024-02-23T00:00:00Z		1899-12-31T17:05:00Z	1899-12-31T17:10:00Z	17:05-03:00/17:10-03:00	2024-02-23	0.00347222222222221	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°34,0091	61°59,6661						3684	3689				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	RD_13	RD	2024-02-24T00:00:00Z		1899-12-31T08:20:00Z	1899-12-31T08:40:00Z	08:20-03:00/08:40-03:00	2024-02-24	0.013888888888888895	Henri Robert								64°32,792	61°59,896	64°32,779	61°59,787	17	22		3773	3781				https://www.wikidata.org/wiki/Q137398578	Rauschert Dredge | https://doi.org/10.5281/zenodo.11653690 | A “Rauschert” dredge (RD) was used at each working area to sample the general macro-benthic communities. This small dredge designed by Biologist Martin Rauschert (AWI) several decades ago is an excellent tool (widely used in the scientific benthic research community) to capture a large diversity of specimen of all taxa and keep them in a good shape for further identification and processing. The dredge consists of a 50x50x20 cm double sided sledge-like metal frame that slides on the sea floor (on either side). Organisms are lifted from the sediment surface by a chain that scrapes the seabed under the dredge’s frame. At the bottom of the dredge a large 50x70x20 cm bag of 500µ mesh is attached to collect all the floating organisms lifted by the chain. This collecting bag is protected by a coarse nylon 1 cm mesh size bag to support the weight of the sample collected. Both bags are protected on top and at the bottom by a rubber carpet that covers the whole surface of the collecting bag. The RD is usually deployed from a zodiac but can also be deployed from the deck of Australis. The RD is being held and hauled by a rope of at least 1.5 times the length of the depth of deployment. A distance of 100 meter is travelled to the end point of deployment at very low speed that allows the dredge to sweep the sea floor without floating above the ground. At the end point the rope is pulled by hand until the RD reaches the water surface. The whole device containing the samples in its bags is placed in a bucket for further processing on the ship’s deck. A total of 15 RD was deployed during the TANGO2 expedition at each station’s point of interest (deeper “pools”, canyons, channel slope, plateau).
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	INC_4	INC	2024-02-24T00:00:00Z	2024-02-25T00:00:00Z	1899-12-31T06:00:00Z	1899-12-31T08:55:00Z		2024-02-24T06:00-03:00/2024-02-25T08:55-03:00	26.916666666744277	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°32,7875	61°69,7601			5	15		3784	3796				https://www.wikidata.org/wiki/Q137398578	13C Incubations (AB) | https://doi.org/10.5281/zenodo.11653690 | 13C incubations are listed among the gear deployed during the TANGO 2 expedition (Table 3: List of gear deployed during the TANGO 2 expedition).
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_94	NIS	2024-02-24T00:00:00Z		1899-12-31T10:00:00Z	1899-12-31T11:00:00Z	10:00-03:00/11:00-03:00	2024-02-24	0.04166666666666663	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°33,2398	61°59,9376			0	20		3809	3850				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	DIV_30	DIV	2024-02-24T00:00:00Z		1899-12-31T09:06:00Z	1899-12-31T09:50:00Z	09:06-03:00/09:50-03:00	2024-02-24	0.030555555555555558	Martin Dogniez	Anthony Voisin			https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0003-3696-4445			64°32,796	61°59,797				22							https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	DIV_31	DIV	2024-02-24T00:00:00Z		1899-12-31T10:23:00Z	1899-12-31T11:04:00Z	10:23-03:00/11:04-03:00	2024-02-24	0.028472222222222232	Camille Moreau	Lucas Terrana			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0001-5767-3220			64°33,2475	62°00,188				30		3797	3808				https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	NIS_95	NIS	2024-02-24T00:00:00Z		1899-12-31T13:30:00Z	1899-12-31T14:15:00Z	13:30-03:00/14:15-03:00	2024-02-24	0.03125	Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°33,49305	61°59,8420				10		3851	3856				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	DIV_32	DIV	2024-02-24T00:00:00Z		1899-12-31T15:30:00Z	1899-12-31T15:55:00Z	15:30-03:00/15:55-03:00	2024-02-24	0.01736111111111105	Lucas Terrana	Camille Moreau			https://orcid.org/0000-0001-5767-3220	https://orcid.org/0000-0002-0981-7442			64°32,8270	61°59,3230				35		3867	3872				https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	AT_6	AT	2024-02-24T00:00:00Z	2024-02-26T00:00:00Z	1899-12-31T16:30:00Z	1899-12-31T13:00:00Z		2024-02-24T16:30-03:00/2024-02-26T13:00-03:00	44.49999999994179	Henri Robert															4114	4125				https://www.wikidata.org/wiki/Q137398578	Amphipod Trap | https://doi.org/10.5281/zenodo.11653690 | Baited “amphipod trap” (AT) are used to capture scavenging communities present in the selected areas. The “homemade” type of trap used during the expedition are composed of a coarse plastic mesh for protection of a 500µ fine mesh rolled around two rings of PVC pipes to produce a cylinder of 15x40 cm. Both end of the trap are equipped with a funnel with a 2 cm opening directed inward to prevent organisms to escape after penetrating the trap. The bait used consists of mackerel tied inside the trap. Traps are deployed in pairs, secured together with a metal frame. A 5kg ballast weight is used to anchor the traps on ground level. The system holds to a rope equipped with a sailing buoy floating at the surface for easy spotting and recovery of the trap. The device is deployed for a minimum of 24 hours and maximum 48 hours. Longer deployment may allow scavengers to completely consume the bait, roam around and eventually escape from the trap. Shorter deployment time may not provide enough time for detection of the bait by the scavenger. At each sampling station, AT were deployed at two different locations bringing the deployment total to 6 AT for the TANGO2 expedition.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	ROV_18	ROV	2024-02-24T00:00:00Z		1899-12-31T16:00:00Z	1899-12-31T16:30:00Z	16:00-03:00/16:30-03:00	2024-02-24	0.02083333333333337	Lea Katz	Henri Robert			https://orcid.org/0000-0001-5748-602X				64°32,7875	61°59,7601											https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	ROV_19	ROV	2024-02-24T00:00:00Z		1899-12-31T17:00:00Z	1899-12-31T18:00:00Z	17:00-03:00/18:00-03:00	2024-02-24	0.04166666666666663	Lea Katz	Henri Robert			https://orcid.org/0000-0001-5748-602X				64°33,251	62°0,342											https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	DRM_10	DRM	2024-02-24T00:00:00Z		1899-12-31T16:35:00Z	1899-12-31T17:51:00Z	16:35-03:00/17:51-03:00	2024-02-24	0.05277777777777781	Bruno Danis				https://orcid.org/0000-0002-9037-7623				64°32,7875	61°69,7601											https://www.wikidata.org/wiki/Q137398578	Drone Mapping | https://doi.org/10.5281/zenodo.11653690 | Aerial footage was shot by Bruno Danis, Camille Moreau and Henri Robert using DJI MavicPro2, DJI Mavic Mini Pro3 drones, for mapping, photogrammetry and documentation purposes. Drone-derived media were gathered in the framework of the expedition, both for outreach and research purposes.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	DIV_27	DIV	2024-02-23T00:00:00Z		1899-12-31T09:00:00Z	1899-12-31T09:45:00Z	09:00-03:00/09:45-03:00	2024-02-23	0.03125	Martin Dogniez	Anthony Voisin			https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0003-3696-4445			64°32,803	61°59,7795				25							https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	ROV_17	ROV	2024-02-23T00:00:00Z		1899-12-31T13:40:00Z	1899-12-31T14:00:00Z	13:40-03:00/14:00-03:00	2024-02-23	0.01388888888888895	Lea Katz	Henri Robert			https://orcid.org/0000-0001-5748-602X				64°33,251	62°0,342											https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.
Føyn Harbor	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=125337	DIV_28	DIV	2024-02-23T00:00:00Z		1899-12-31T09:00:00Z	1899-12-31T09:45:00Z	09:00-03:00/09:45-03:00	2024-02-23	0.03125	Lucas Terrana	Camille Moreau	Lea Katz		https://orcid.org/0000-0001-5767-3220	https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0001-5748-602X		64°32,809	61°59,2050				32		3697					https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).
